species_1,species_2,species_pair,genomes_species_1,genomes_species_2,within_individual_genome_pairs,between_individual_genome_pairs,total_genome_pairs,n_individuals_with_both_species,within_HGT,between_HGT,within_HGT_rate,between_HGT_rate
241_1,26_1,241_1-26_1,7,2,0,14,14,0,0,0,0,0
241_1,26_2,241_1-26_2,7,479,0,3353,3353,0,0,0,0,0
241_1,26_3,241_1-26_3,7,52,0,364,364,0,0,0,0,0
241_1,273_1,241_1-273_1,7,2,0,14,14,0,0,0,0,0
241_1,276_1,241_1-276_1,7,2,0,14,14,0,0,0,0,0
241_1,282_1,241_1-282_1,7,5,0,35,35,0,0,0,0,0
241_1,283_1,241_1-283_1,7,94,28,630,658,1,0,0,0,0
241_1,286_1,241_1-286_1,7,4,0,28,28,0,0,0,0,0
241_1,287_1,241_1-287_1,7,3,0,21,21,0,0,0,0,0
241_1,288_1,241_1-288_1,7,2,0,14,14,0,0,0,0,0
241_1,28_1,241_1-28_1,7,2,0,14,14,0,0,0,0,0
241_1,290_1,241_1-290_1,7,5,0,35,35,0,0,0,0,0
241_1,292_2,241_1-292_2,7,4,0,28,28,0,0,0,0,0
241_1,294_1,241_1-294_1,7,5,0,35,35,0,0,0,0,0
241_1,294_2,241_1-294_2,7,22,0,154,154,0,0,0,0,0
241_1,295_0,241_1-295_0,7,1,0,7,7,0,0,0,0,0
241_1,297_1,241_1-297_1,7,20,0,140,140,0,0,0,0,0
241_1,298_1,241_1-298_1,7,27,0,189,189,0,0,0,0,0
241_1,29_1,241_1-29_1,7,3,0,21,21,0,0,0,0,0
241_1,300_1,241_1-300_1,7,9,0,63,63,0,0,0,0,0
241_1,301_1,241_1-301_1,7,5,0,35,35,0,0,0,0,0
241_1,308_1,241_1-308_1,7,10,0,70,70,0,0,0,0,0
241_1,309_1,241_1-309_1,7,2,0,14,14,0,0,0,0,0
241_1,30_1,241_1-30_1,7,4,0,28,28,0,0,0,0,0
241_1,312_1,241_1-312_1,7,2,0,14,14,0,0,0,0,0
241_1,314_1,241_1-314_1,7,2,0,14,14,0,0,0,0,0
241_1,317_1,241_1-317_1,7,4,0,28,28,0,0,0,0,0
241_1,318_1,241_1-318_1,7,2,0,14,14,0,0,0,0,0
241_1,318_10,241_1-318_10,7,1,0,7,7,0,0,0,0,0
241_1,318_11,241_1-318_11,7,3,0,21,21,0,0,0,0,0
241_1,318_13,241_1-318_13,7,13,0,91,91,0,0,0,0,0
241_1,318_15,241_1-318_15,7,2,0,14,14,0,0,0,0,0
241_1,318_16,241_1-318_16,7,4,0,28,28,0,0,0,0,0
241_1,318_17,241_1-318_17,7,9,0,63,63,0,0,0,0,0
241_1,318_18,241_1-318_18,7,5,0,35,35,0,0,0,0,0
241_1,318_19,241_1-318_19,7,25,0,175,175,0,0,0,0,0
241_1,318_2,241_1-318_2,7,6,0,42,42,0,0,0,0,0
241_1,318_20,241_1-318_20,7,2,0,14,14,0,0,0,0,0
241_1,318_21,241_1-318_21,7,42,0,294,294,0,0,0,0,0
241_1,318_22,241_1-318_22,7,1,0,7,7,0,0,0,0,0
241_1,318_23,241_1-318_23,7,2,0,14,14,0,0,0,0,0
241_1,318_24,241_1-318_24,7,7,0,49,49,0,0,0,0,0
241_1,318_26,241_1-318_26,7,2,0,14,14,0,0,0,0,0
241_1,318_27,241_1-318_27,7,4,0,28,28,0,0,0,0,0
241_1,318_28,241_1-318_28,7,2,0,14,14,0,0,0,0,0
241_1,318_29,241_1-318_29,7,1,0,7,7,0,0,0,0,0
241_1,318_3,241_1-318_3,7,5,0,35,35,0,0,0,0,0
241_1,318_30,241_1-318_30,7,4,0,28,28,0,0,0,0,0
241_1,318_32,241_1-318_32,7,3,0,21,21,0,0,0,0,0
241_1,318_33,241_1-318_33,7,5,0,35,35,0,0,0,0,0
241_1,318_34,241_1-318_34,7,2,0,14,14,0,0,0,0,0
241_1,318_35,241_1-318_35,7,2,0,14,14,0,0,0,0,0
241_1,318_36,241_1-318_36,7,2,0,14,14,0,0,0,0,0
241_1,318_37,241_1-318_37,7,2,0,14,14,0,0,0,0,0
241_1,318_38,241_1-318_38,7,41,0,287,287,0,0,0,0,0
241_1,318_39,241_1-318_39,7,24,0,168,168,0,0,0,0,0
241_1,318_4,241_1-318_4,7,2,0,14,14,0,0,0,0,0
241_1,318_40,241_1-318_40,7,19,0,133,133,0,0,0,0,0
241_1,318_42,241_1-318_42,7,17,0,119,119,0,0,0,0,0
241_1,318_43,241_1-318_43,7,1,0,7,7,0,0,0,0,0
241_1,318_44,241_1-318_44,7,1,0,7,7,0,0,0,0,0
241_1,318_45,241_1-318_45,7,4,0,28,28,0,0,0,0,0
241_1,318_46,241_1-318_46,7,2,0,14,14,0,0,0,0,0
241_1,318_47,241_1-318_47,7,1,0,7,7,0,0,0,0,0
241_1,318_48,241_1-318_48,7,5,0,35,35,0,0,0,0,0
241_1,318_49,241_1-318_49,7,4,0,28,28,0,0,0,0,0
241_1,318_5,241_1-318_5,7,10,0,70,70,0,0,0,0,0
241_1,318_50,241_1-318_50,7,3,0,21,21,0,0,0,0,0
241_1,318_51,241_1-318_51,7,1,0,7,7,0,0,0,0,0
241_1,318_52,241_1-318_52,7,9,0,63,63,0,0,0,0,0
241_1,318_53,241_1-318_53,7,2,0,14,14,0,0,0,0,0
241_1,318_54,241_1-318_54,7,63,0,441,441,0,0,0,0,0
241_1,318_55,241_1-318_55,7,3,0,21,21,0,0,0,0,0
241_1,318_56,241_1-318_56,7,429,0,3003,3003,0,0,0,0,0
241_1,318_57,241_1-318_57,7,1,0,7,7,0,0,0,0,0
241_1,318_58,241_1-318_58,7,1,0,7,7,0,0,0,0,0
241_1,318_60,241_1-318_60,7,1,0,7,7,0,0,0,0,0
241_1,318_61,241_1-318_61,7,1,0,7,7,0,0,0,0,0
241_1,318_62,241_1-318_62,7,1,0,7,7,0,0,0,0,0
241_1,318_65,241_1-318_65,7,1,0,7,7,0,0,0,0,0
241_1,318_66,241_1-318_66,7,1,0,7,7,0,0,0,0,0
241_1,318_67,241_1-318_67,7,1,0,7,7,0,0,0,0,0
241_1,318_69,241_1-318_69,7,1,0,7,7,0,0,0,0,0
241_1,318_7,241_1-318_7,7,3,0,21,21,0,0,0,0,0
241_1,318_70,241_1-318_70,7,3,0,21,21,0,0,0,0,0
241_1,318_71,241_1-318_71,7,4,0,28,28,0,0,0,0,0
241_1,318_72,241_1-318_72,7,1,0,7,7,0,0,0,0,0
241_1,318_73,241_1-318_73,7,1,0,7,7,0,0,0,0,0
241_1,318_74,241_1-318_74,7,4,0,28,28,0,0,0,0,0
241_1,318_75,241_1-318_75,7,3,0,21,21,0,0,0,0,0
241_1,318_76,241_1-318_76,7,4,0,28,28,0,0,0,0,0
241_1,318_77,241_1-318_77,7,3,0,21,21,0,0,0,0,0
241_1,318_78,241_1-318_78,7,2,0,14,14,0,0,0,0,0
241_1,318_79,241_1-318_79,7,3,0,21,21,0,0,0,0,0
241_1,318_8,241_1-318_8,7,16,0,112,112,0,0,0,0,0
241_1,318_80,241_1-318_80,7,1,0,7,7,0,0,0,0,0
241_1,318_81,241_1-318_81,7,1,0,7,7,0,0,0,0,0
241_1,318_82,241_1-318_82,7,1,0,7,7,0,0,0,0,0
241_1,318_84,241_1-318_84,7,1,0,7,7,0,0,0,0,0
241_1,318_9,241_1-318_9,7,1,0,7,7,0,0,0,0,0
241_1,319_1,241_1-319_1,7,2,0,14,14,0,0,0,0,0
241_1,31_1,241_1-31_1,7,1,0,7,7,0,0,0,0,0
241_1,31_2,241_1-31_2,7,5,0,35,35,0,0,0,0,0
241_1,320_1,241_1-320_1,7,2,0,14,14,0,0,0,0,0
241_1,321_1,241_1-321_1,7,17,0,119,119,0,0,0,0,0
241_1,324_1,241_1-324_1,7,2,0,14,14,0,0,0,0,0
241_1,325_1,241_1-325_1,7,9,0,63,63,0,0,0,0,0
241_1,326_1,241_1-326_1,7,260,0,1820,1820,0,0,0,0,0
241_1,327_1,241_1-327_1,7,2,0,14,14,0,0,0,0,0
241_1,32_1,241_1-32_1,7,494,0,3458,3458,0,0,0,0,0
241_1,330_1,241_1-330_1,7,126,0,882,882,0,0,0,0,0
241_1,331_1,241_1-331_1,7,24,0,168,168,0,0,0,0,0
241_1,332_1,241_1-332_1,7,63,0,441,441,0,0,0,0,0
241_1,333_1,241_1-333_1,7,50,0,350,350,0,0,0,0,0
241_1,334_1,241_1-334_1,7,410,0,2870,2870,0,0,0,0,0
241_1,334_2,241_1-334_2,7,2,0,14,14,0,0,0,0,0
241_1,334_3,241_1-334_3,7,224,0,1568,1568,0,0,0,0,0
241_1,335_1,241_1-335_1,7,5835,0,40845,40845,0,0,0,0,0
241_1,336_1,241_1-336_1,7,132,0,924,924,0,0,0,0,0
241_1,337_1,241_1-337_1,7,38,0,266,266,0,0,0,0,0
241_1,338_1,241_1-338_1,7,3834,0,26838,26838,0,0,0,0,0
241_1,33_1,241_1-33_1,7,37,0,259,259,0,0,0,0,0
241_1,34_1,241_1-34_1,7,17,0,119,119,0,0,0,0,0
241_1,36_1,241_1-36_1,7,42,0,294,294,0,0,0,0,0
241_1,37_1,241_1-37_1,7,45,0,315,315,0,0,0,0,0
241_1,37_2,241_1-37_2,7,1,0,7,7,0,0,0,0,0
241_1,38_1,241_1-38_1,7,4,0,28,28,0,0,0,0,0
241_1,39_1,241_1-39_1,7,8,0,56,56,0,0,0,0,0
241_1,39_2,241_1-39_2,7,54,0,378,378,0,0,0,0,0
241_1,39_3,241_1-39_3,7,5,0,35,35,0,0,0,0,0
241_1,39_4,241_1-39_4,7,15,0,105,105,0,0,0,0,0
241_1,39_5,241_1-39_5,7,199,0,1393,1393,0,0,0,0,0
241_1,40_1,241_1-40_1,7,30,0,210,210,0,0,0,0,0
241_1,41_1,241_1-41_1,7,8,0,56,56,0,0,0,0,0
241_1,42_1,241_1-42_1,7,29,0,203,203,0,0,0,0,0
241_1,42_2,241_1-42_2,7,293,0,2051,2051,0,0,0,0,0
241_1,43_1,241_1-43_1,7,222,0,1554,1554,0,0,0,0,0
241_1,44_1,241_1-44_1,7,252,0,1764,1764,0,0,0,0,0
241_1,44_3,241_1-44_3,7,514,0,3598,3598,0,0,0,0,0
241_1,44_4,241_1-44_4,7,30,0,210,210,0,0,0,0,0
241_1,44_5,241_1-44_5,7,13,0,91,91,0,0,0,0,0
241_1,45_1,241_1-45_1,7,1976,0,13832,13832,0,0,0,0,0
241_1,46_1,241_1-46_1,7,662,0,4634,4634,0,0,0,0,0
241_1,47_1,241_1-47_1,7,2,0,14,14,0,0,0,0,0
241_1,47_2,241_1-47_2,7,18,0,126,126,0,0,0,0,0
241_1,48_1,241_1-48_1,7,3,0,21,21,0,0,0,0,0
241_1,48_2,241_1-48_2,7,1128,0,7896,7896,0,0,0,0,0
241_1,4_1,241_1-4_1,7,5,0,35,35,0,0,0,0,0
241_1,4_2,241_1-4_2,7,5,0,35,35,0,0,0,0,0
241_1,4_3,241_1-4_3,7,16,0,112,112,0,0,0,0,0
241_1,50_1,241_1-50_1,7,56,0,392,392,0,0,0,0,0
241_1,51_1,241_1-51_1,7,29,0,203,203,0,0,0,0,0
241_1,52_1,241_1-52_1,7,68,0,476,476,0,0,0,0,0
241_1,54_1,241_1-54_1,7,3,0,21,21,0,0,0,0,0
241_1,55_1,241_1-55_1,7,5,0,35,35,0,0,0,0,0
241_1,57_1,241_1-57_1,7,2,0,14,14,0,0,0,0,0
241_1,62_1,241_1-62_1,7,8,0,56,56,0,0,0,0,0
241_1,66_1,241_1-66_1,7,2,0,14,14,0,0,0,0,0
241_1,66_2,241_1-66_2,7,4,0,28,28,0,0,0,0,0
241_1,66_3,241_1-66_3,7,44,0,308,308,0,0,0,0,0
241_1,66_4,241_1-66_4,7,20,0,140,140,0,0,0,0,0
241_1,66_5,241_1-66_5,7,2547,0,17829,17829,0,0,0,0,0
241_1,67_1,241_1-67_1,7,2,0,14,14,0,0,0,0,0
241_1,67_2,241_1-67_2,7,15,0,105,105,0,0,0,0,0
241_1,68_1,241_1-68_1,7,3,0,21,21,0,0,0,0,0
241_1,69_1,241_1-69_1,7,20,0,140,140,0,0,0,0,0
241_1,69_2,241_1-69_2,7,2,0,14,14,0,0,0,0,0
241_1,69_3,241_1-69_3,7,6,0,42,42,0,0,0,0,0
241_1,70_1,241_1-70_1,7,6,0,42,42,0,0,0,0,0
241_1,71_1,241_1-71_1,7,2,0,14,14,0,0,0,0,0
241_1,72_1,241_1-72_1,7,13,0,91,91,0,0,0,0,0
241_1,74_1,241_1-74_1,7,4,0,28,28,0,0,0,0,0
241_1,75_1,241_1-75_1,7,13,0,91,91,0,0,0,0,0
241_1,76_1,241_1-76_1,7,3,0,21,21,0,0,0,0,0
241_1,76_2,241_1-76_2,7,59,0,413,413,0,0,0,0,0
241_1,76_3,241_1-76_3,7,8,0,56,56,0,0,0,0,0
241_1,77_1,241_1-77_1,7,2,0,14,14,0,0,0,0,0
241_1,77_2,241_1-77_2,7,15,0,105,105,0,0,0,0,0
241_1,78_1,241_1-78_1,7,6,0,42,42,0,0,0,0,0
241_1,78_2,241_1-78_2,7,4,0,28,28,0,0,0,0,0
241_1,78_3,241_1-78_3,7,11,0,77,77,0,0,0,0,0
241_1,80_1,241_1-80_1,7,9,0,63,63,0,0,0,0,0
241_1,84_1,241_1-84_1,7,4,0,28,28,0,0,0,0,0
241_1,86_1,241_1-86_1,7,3,0,21,21,0,0,0,0,0
241_1,87_1,241_1-87_1,7,10,0,70,70,0,0,0,0,0
241_1,8_1,241_1-8_1,7,4,0,28,28,0,0,0,0,0
241_1,90_1,241_1-90_1,7,118,0,826,826,0,0,0,0,0
241_1,91_1,241_1-91_1,7,7,0,49,49,0,0,0,0,0
241_1,92_1,241_1-92_1,7,38,0,266,266,0,0,0,0,0
241_1,93_1,241_1-93_1,7,2,0,14,14,0,0,0,0,0
241_1,94_1,241_1-94_1,7,3,0,21,21,0,0,0,0,0
241_1,96_1,241_1-96_1,7,265,0,1855,1855,0,0,0,0,0
241_1,97_1,241_1-97_1,7,287,0,2009,2009,0,0,0,0,0
241_1,98_1,241_1-98_1,7,3,0,21,21,0,0,0,0,0
241_1,99_1,241_1-99_1,7,2,0,14,14,0,0,0,0,0
241_1,99_2,241_1-99_2,7,21,0,147,147,0,0,0,0,0
241_1,9_1,241_1-9_1,7,2,0,14,14,0,0,0,0,0
241_1,9_2,241_1-9_2,7,22,0,154,154,0,0,0,0,0
246_1,24_1,246_1-24_1,4,2,0,8,8,0,0,0,0,0
246_1,24_2,246_1-24_2,4,4,0,16,16,0,0,0,0,0
246_1,24_3,246_1-24_3,4,1,0,4,4,0,0,0,0,0
246_1,250_1,246_1-250_1,4,4,0,16,16,0,0,0,0,0
246_1,252_1,246_1-252_1,4,7,0,28,28,0,0,0,0,0
246_1,256_1,246_1-256_1,4,5,0,20,20,0,0,0,0,0
246_1,257_1,246_1-257_1,4,6,0,24,24,0,0,0,0,0
246_1,258_1,246_1-258_1,4,4,0,16,16,0,0,0,0,0
246_1,25_1,246_1-25_1,4,1,0,4,4,0,0,0,0,0
246_1,262_1,246_1-262_1,4,2,0,8,8,0,0,0,0,0
246_1,263_1,246_1-263_1,4,2,0,8,8,0,0,0,0,0
246_1,264_1,246_1-264_1,4,1,0,4,4,0,0,0,0,0
246_1,265_1,246_1-265_1,4,4,0,16,16,0,0,0,0,0
246_1,266_1,246_1-266_1,4,1,0,4,4,0,0,0,0,0
246_1,267_1,246_1-267_1,4,7,0,28,28,0,0,0,0,0
246_1,268_1,246_1-268_1,4,9,0,36,36,0,0,0,0,0
246_1,269_1,246_1-269_1,4,10,0,40,40,0,0,0,0,0
246_1,26_1,246_1-26_1,4,2,0,8,8,0,0,0,0,0
246_1,26_2,246_1-26_2,4,479,3,1913,1916,1,0,0,0,0
246_1,26_3,246_1-26_3,4,52,0,208,208,0,0,0,0,0
246_1,273_1,246_1-273_1,4,2,0,8,8,0,0,0,0,0
246_1,276_1,246_1-276_1,4,2,0,8,8,0,0,0,0,0
246_1,282_1,246_1-282_1,4,5,0,20,20,0,0,0,0,0
246_1,283_1,246_1-283_1,4,94,1,375,376,1,0,0,0,0
246_1,286_1,246_1-286_1,4,4,0,16,16,0,0,0,0,0
246_1,287_1,246_1-287_1,4,3,0,12,12,0,0,0,0,0
246_1,288_1,246_1-288_1,4,2,0,8,8,0,0,0,0,0
246_1,28_1,246_1-28_1,4,2,0,8,8,0,0,0,0,0
246_1,290_1,246_1-290_1,4,5,0,20,20,0,0,0,0,0
246_1,292_2,246_1-292_2,4,4,0,16,16,0,0,0,0,0
246_1,294_1,246_1-294_1,4,5,0,20,20,0,0,0,0,0
246_1,294_2,246_1-294_2,4,22,0,88,88,0,0,0,0,0
246_1,295_0,246_1-295_0,4,1,0,4,4,0,0,0,0,0
246_1,297_1,246_1-297_1,4,20,0,80,80,0,0,0,0,0
246_1,298_1,246_1-298_1,4,27,0,108,108,0,0,0,0,0
246_1,29_1,246_1-29_1,4,3,0,12,12,0,0,0,0,0
246_1,300_1,246_1-300_1,4,9,0,36,36,0,0,0,0,0
246_1,301_1,246_1-301_1,4,5,0,20,20,0,0,0,0,0
246_1,308_1,246_1-308_1,4,10,0,40,40,0,0,0,0,0
246_1,309_1,246_1-309_1,4,2,0,8,8,0,0,0,0,0
246_1,30_1,246_1-30_1,4,4,0,16,16,0,0,0,0,0
246_1,312_1,246_1-312_1,4,2,0,8,8,0,0,0,0,0
246_1,314_1,246_1-314_1,4,2,0,8,8,0,0,0,0,0
246_1,317_1,246_1-317_1,4,4,0,16,16,0,0,0,0,0
246_1,318_1,246_1-318_1,4,2,0,8,8,0,0,0,0,0
246_1,318_10,246_1-318_10,4,1,0,4,4,0,0,0,0,0
246_1,318_11,246_1-318_11,4,3,0,12,12,0,0,0,0,0
246_1,318_13,246_1-318_13,4,13,0,52,52,0,0,0,0,0
246_1,318_15,246_1-318_15,4,2,0,8,8,0,0,0,0,0
246_1,318_16,246_1-318_16,4,4,0,16,16,0,0,0,0,0
246_1,318_17,246_1-318_17,4,9,0,36,36,0,0,0,0,0
246_1,318_18,246_1-318_18,4,5,0,20,20,0,0,0,0,0
246_1,318_19,246_1-318_19,4,25,0,100,100,0,0,0,0,0
246_1,318_2,246_1-318_2,4,6,0,24,24,0,0,0,0,0
246_1,318_20,246_1-318_20,4,2,0,8,8,0,0,0,0,0
246_1,318_21,246_1-318_21,4,42,0,168,168,0,0,0,0,0
246_1,318_22,246_1-318_22,4,1,0,4,4,0,0,0,0,0
246_1,318_23,246_1-318_23,4,2,0,8,8,0,0,0,0,0
246_1,318_24,246_1-318_24,4,7,0,28,28,0,0,0,0,0
246_1,318_26,246_1-318_26,4,2,0,8,8,0,0,0,0,0
246_1,318_27,246_1-318_27,4,4,0,16,16,0,0,0,0,0
246_1,318_28,246_1-318_28,4,2,0,8,8,0,0,0,0,0
246_1,318_29,246_1-318_29,4,1,0,4,4,0,0,0,0,0
246_1,318_3,246_1-318_3,4,5,0,20,20,0,0,0,0,0
246_1,318_30,246_1-318_30,4,4,0,16,16,0,0,0,0,0
246_1,318_32,246_1-318_32,4,3,0,12,12,0,0,0,0,0
246_1,318_33,246_1-318_33,4,5,0,20,20,0,0,0,0,0
246_1,318_34,246_1-318_34,4,2,0,8,8,0,0,0,0,0
246_1,318_35,246_1-318_35,4,2,0,8,8,0,0,0,0,0
246_1,318_36,246_1-318_36,4,2,0,8,8,0,0,0,0,0
246_1,318_37,246_1-318_37,4,2,0,8,8,0,0,0,0,0
246_1,318_38,246_1-318_38,4,41,0,164,164,0,0,0,0,0
246_1,318_39,246_1-318_39,4,24,0,96,96,0,0,0,0,0
246_1,318_4,246_1-318_4,4,2,0,8,8,0,0,0,0,0
246_1,318_40,246_1-318_40,4,19,0,76,76,0,0,0,0,0
246_1,318_42,246_1-318_42,4,17,0,68,68,0,0,0,0,0
246_1,318_43,246_1-318_43,4,1,0,4,4,0,0,0,0,0
246_1,318_44,246_1-318_44,4,1,0,4,4,0,0,0,0,0
246_1,318_45,246_1-318_45,4,4,0,16,16,0,0,0,0,0
246_1,318_46,246_1-318_46,4,2,0,8,8,0,0,0,0,0
246_1,318_47,246_1-318_47,4,1,0,4,4,0,0,0,0,0
246_1,318_48,246_1-318_48,4,5,0,20,20,0,0,0,0,0
246_1,318_49,246_1-318_49,4,4,0,16,16,0,0,0,0,0
246_1,318_5,246_1-318_5,4,10,0,40,40,0,0,0,0,0
246_1,318_50,246_1-318_50,4,3,0,12,12,0,0,0,0,0
246_1,318_51,246_1-318_51,4,1,0,4,4,0,0,0,0,0
246_1,318_52,246_1-318_52,4,9,0,36,36,0,0,0,0,0
246_1,318_53,246_1-318_53,4,2,0,8,8,0,0,0,0,0
246_1,318_54,246_1-318_54,4,63,1,251,252,1,0,0,0,0
246_1,318_55,246_1-318_55,4,3,0,12,12,0,0,0,0,0
246_1,318_56,246_1-318_56,4,429,0,1716,1716,0,0,0,0,0
246_1,318_57,246_1-318_57,4,1,0,4,4,0,0,0,0,0
246_1,318_58,246_1-318_58,4,1,0,4,4,0,0,0,0,0
246_1,318_60,246_1-318_60,4,1,0,4,4,0,0,0,0,0
246_1,318_61,246_1-318_61,4,1,0,4,4,0,0,0,0,0
246_1,318_62,246_1-318_62,4,1,0,4,4,0,0,0,0,0
246_1,318_65,246_1-318_65,4,1,0,4,4,0,0,0,0,0
246_1,318_66,246_1-318_66,4,1,0,4,4,0,0,0,0,0
246_1,318_67,246_1-318_67,4,1,0,4,4,0,0,0,0,0
246_1,318_69,246_1-318_69,4,1,0,4,4,0,0,0,0,0
246_1,318_7,246_1-318_7,4,3,0,12,12,0,0,0,0,0
246_1,318_70,246_1-318_70,4,3,0,12,12,0,0,0,0,0
246_1,318_71,246_1-318_71,4,4,0,16,16,0,0,0,0,0
246_1,318_72,246_1-318_72,4,1,0,4,4,0,0,0,0,0
246_1,318_73,246_1-318_73,4,1,0,4,4,0,0,0,0,0
246_1,318_74,246_1-318_74,4,4,0,16,16,0,0,0,0,0
246_1,318_75,246_1-318_75,4,3,0,12,12,0,0,0,0,0
246_1,318_76,246_1-318_76,4,4,0,16,16,0,0,0,0,0
246_1,318_77,246_1-318_77,4,3,0,12,12,0,0,0,0,0
246_1,318_78,246_1-318_78,4,2,0,8,8,0,0,0,0,0
246_1,318_79,246_1-318_79,4,3,0,12,12,0,0,0,0,0
246_1,318_8,246_1-318_8,4,16,0,64,64,0,0,0,0,0
246_1,318_80,246_1-318_80,4,1,0,4,4,0,0,0,0,0
246_1,318_81,246_1-318_81,4,1,0,4,4,0,0,0,0,0
246_1,318_82,246_1-318_82,4,1,0,4,4,0,0,0,0,0
246_1,318_84,246_1-318_84,4,1,0,4,4,0,0,0,0,0
246_1,318_9,246_1-318_9,4,1,0,4,4,0,0,0,0,0
246_1,319_1,246_1-319_1,4,2,0,8,8,0,0,0,0,0
246_1,31_1,246_1-31_1,4,1,0,4,4,0,0,0,0,0
246_1,31_2,246_1-31_2,4,5,0,20,20,0,0,0,0,0
246_1,320_1,246_1-320_1,4,2,0,8,8,0,0,0,0,0
246_1,321_1,246_1-321_1,4,17,0,68,68,0,0,0,0,0
246_1,324_1,246_1-324_1,4,2,0,8,8,0,0,0,0,0
246_1,325_1,246_1-325_1,4,9,0,36,36,0,0,0,0,0
246_1,326_1,246_1-326_1,4,260,5,1035,1040,1,0,0,0,0
246_1,327_1,246_1-327_1,4,2,0,8,8,0,0,0,0,0
246_1,32_1,246_1-32_1,4,494,0,1976,1976,0,0,0,0,0
246_1,330_1,246_1-330_1,4,126,0,504,504,0,0,0,0,0
246_1,331_1,246_1-331_1,4,24,0,96,96,0,0,0,0,0
246_1,332_1,246_1-332_1,4,63,4,248,252,2,0,0,0,0
246_1,333_1,246_1-333_1,4,50,0,200,200,0,0,0,0,0
246_1,334_1,246_1-334_1,4,410,1,1639,1640,1,0,0,0,0
246_1,334_2,246_1-334_2,4,2,0,8,8,0,0,0,0,0
246_1,334_3,246_1-334_3,4,224,2,894,896,1,0,0,0,0
246_1,335_1,246_1-335_1,4,5835,17,23323,23340,4,0,0,0,0
246_1,336_1,246_1-336_1,4,132,0,528,528,0,0,0,0,0
246_1,337_1,246_1-337_1,4,38,0,152,152,0,0,0,0,0
246_1,338_1,246_1-338_1,4,3834,6,15330,15336,3,0,0,0,0
246_1,33_1,246_1-33_1,4,37,0,148,148,0,0,0,0,0
246_1,34_1,246_1-34_1,4,17,0,68,68,0,0,0,0,0
246_1,36_1,246_1-36_1,4,42,1,167,168,1,0,0,0,0
246_1,37_1,246_1-37_1,4,45,0,180,180,0,0,0,0,0
246_1,37_2,246_1-37_2,4,1,0,4,4,0,0,0,0,0
246_1,38_1,246_1-38_1,4,4,0,16,16,0,0,0,0,0
246_1,39_1,246_1-39_1,4,8,0,32,32,0,0,0,0,0
246_1,39_2,246_1-39_2,4,54,1,215,216,1,0,0,0,0
246_1,39_3,246_1-39_3,4,5,0,20,20,0,0,0,0,0
246_1,39_4,246_1-39_4,4,15,0,60,60,0,0,0,0,0
246_1,39_5,246_1-39_5,4,199,1,795,796,1,0,0,0,0
246_1,40_1,246_1-40_1,4,30,0,120,120,0,0,0,0,0
246_1,41_1,246_1-41_1,4,8,0,32,32,0,0,0,0,0
246_1,42_1,246_1-42_1,4,29,0,116,116,0,0,0,0,0
246_1,42_2,246_1-42_2,4,293,2,1170,1172,2,0,0,0,0
246_1,43_1,246_1-43_1,4,222,0,888,888,0,0,0,0,0
246_1,44_1,246_1-44_1,4,252,1,1007,1008,1,0,0,0,0
246_1,44_3,246_1-44_3,4,514,1,2055,2056,1,0,0,0,0
246_1,44_4,246_1-44_4,4,30,0,120,120,0,0,0,0,0
246_1,44_5,246_1-44_5,4,13,0,52,52,0,0,0,0,0
246_1,45_1,246_1-45_1,4,1976,6,7898,7904,3,0,0,0,0
246_1,46_1,246_1-46_1,4,662,2,2646,2648,2,0,0,0,0
246_1,47_1,246_1-47_1,4,2,0,8,8,0,0,0,0,0
246_1,47_2,246_1-47_2,4,18,0,72,72,0,0,0,0,0
246_1,48_1,246_1-48_1,4,3,0,12,12,0,0,0,0,0
246_1,48_2,246_1-48_2,4,1128,19,4493,4512,4,0,0,0,0
246_1,4_1,246_1-4_1,4,5,0,20,20,0,0,0,0,0
246_1,4_2,246_1-4_2,4,5,0,20,20,0,0,0,0,0
246_1,4_3,246_1-4_3,4,16,0,64,64,0,0,0,0,0
246_1,50_1,246_1-50_1,4,56,0,224,224,0,0,0,0,0
246_1,51_1,246_1-51_1,4,29,0,116,116,0,0,0,0,0
246_1,52_1,246_1-52_1,4,68,1,271,272,1,0,0,0,0
246_1,54_1,246_1-54_1,4,3,0,12,12,0,0,0,0,0
246_1,55_1,246_1-55_1,4,5,0,20,20,0,0,0,0,0
246_1,57_1,246_1-57_1,4,2,0,8,8,0,0,0,0,0
246_1,62_1,246_1-62_1,4,8,0,32,32,0,0,0,0,0
246_1,66_1,246_1-66_1,4,2,0,8,8,0,0,0,0,0
246_1,66_2,246_1-66_2,4,4,0,16,16,0,0,0,0,0
246_1,66_3,246_1-66_3,4,44,2,174,176,1,0,0,0,0
246_1,66_4,246_1-66_4,4,20,0,80,80,0,0,0,0,0
246_1,66_5,246_1-66_5,4,2547,12,10176,10188,4,0,0,0,0
246_1,67_1,246_1-67_1,4,2,0,8,8,0,0,0,0,0
246_1,67_2,246_1-67_2,4,15,0,60,60,0,0,0,0,0
246_1,68_1,246_1-68_1,4,3,0,12,12,0,0,0,0,0
246_1,69_1,246_1-69_1,4,20,0,80,80,0,0,0,0,0
246_1,69_2,246_1-69_2,4,2,0,8,8,0,0,0,0,0
246_1,69_3,246_1-69_3,4,6,0,24,24,0,0,0,0,0
