species_pair,ARG,CAZyme,Virulence
113_1-267_1,0,0,0
113_1-26_2,0,0,0
113_1-282_1,0,0,0
113_1-297_1,0,0,0
113_1-309_1,0,0,0
113_1-318_56,0,0,0
113_1-318_9,0,0,0
113_1-326_1,0,0,0
113_1-32_1,0,0,0
113_1-334_1,0,0,0
113_1-334_3,0,0,0
113_1-335_1,0,0,0
113_1-338_1,0,0,0
113_1-39_2,0,0,0
113_1-39_5,0,0,0
113_1-42_2,0,0,0
113_1-43_1,0,0,0
113_1-44_1,0,0,0
113_1-44_3,0,0,0
113_1-45_1,0,0,0
113_1-46_1,0,0,0
113_1-48_2,0,0,0
113_1-4_1,0,0,0
113_1-62_1,0,0,0
113_1-66_3,0,0,0
113_1-66_5,0,0,0
113_1-76_2,0,0,0
113_1-80_1,0,0,0
113_1-8_1,0,0,0
113_1-90_1,0,0,0
113_1-96_1,0,0,0
113_1-97_1,0,0,0
113_1-9_1,0,0,0
114_1-116_1,0,0,0
114_1-119_1,0,0,0
114_1-11_1,0,0,0
114_1-120_1,0,0,0
114_1-121_1,0,0,0
114_1-125_1,0,0,0
114_1-14_1,0,0,0
114_1-180_1,0,0,0
114_1-192_1,0,0,0
114_1-193_2,0,0,0
114_1-204_1,0,0,0
114_1-20_1,0,0,0
114_1-211_1,0,0,0
114_1-224_1,0,0,0
114_1-226_1,0,0,0
114_1-229_3,0,0,0
114_1-240_1,0,0,0
114_1-26_2,0,0,0
114_1-283_1,0,0,0
114_1-297_1,0,0,0
114_1-318_20,0,0,0
114_1-318_21,0,0,0
114_1-318_54,0,0,0
114_1-318_56,0,0,0
114_1-318_8,0,0,0
114_1-318_82,0,0,0
114_1-326_1,0,0,0
114_1-32_1,0,0,0
114_1-330_1,0,0,0
114_1-333_1,0,0,0
114_1-334_1,0,0,0
114_1-334_3,0,0,0
114_1-335_1,0,0,0
114_1-338_1,0,0,0
114_1-33_1,0,0,0
114_1-39_2,0,0,0
114_1-39_5,0,0,0
114_1-42_2,0,0,0
114_1-43_1,0,0,0
114_1-44_1,0,0,0
114_1-44_3,0,0,0
114_1-45_1,0,0,0
114_1-46_1,0,0,0
114_1-47_2,0,0,0
114_1-48_2,0,0,0
114_1-4_3,0,0,0
114_1-66_5,0,0,0
114_1-78_3,0,0,0
114_1-91_1,0,0,0
114_1-96_1,0,1,0
114_1-97_1,0,0,0
114_2-119_1,0,0,0
114_2-11_1,0,0,0
114_2-120_1,0,0,0
114_2-124_1,0,0,0
114_2-125_1,0,0,0
114_2-12_1,0,0,0
114_2-138_1,0,0,0
114_2-142_1,0,0,0
114_2-14_1,0,0,0
114_2-152_1,0,0,0
114_2-179_1,0,0,0
114_2-180_1,0,0,0
114_2-209_1,0,0,0
114_2-20_1,0,0,0
114_2-219_1,0,0,0
114_2-226_1,0,0,0
114_2-226_2,0,0,0
114_2-229_3,0,0,0
114_2-234_8,0,0,0
114_2-238_1,0,0,0
114_2-238_3,0,0,0
114_2-257_1,0,0,0
114_2-265_1,0,0,0
114_2-26_2,0,0,0
114_2-294_2,0,0,0
114_2-298_1,0,0,0
114_2-318_15,0,0,0
114_2-318_21,0,0,0
114_2-318_38,0,0,0
114_2-318_39,0,0,0
114_2-318_40,0,0,0
114_2-318_54,0,0,0
114_2-318_56,0,0,0
114_2-318_77,0,0,0
114_2-326_1,0,0,0
114_2-32_1,0,0,0
114_2-333_1,0,0,0
114_2-334_1,0,0,0
114_2-334_2,0,0,0
114_2-334_3,0,0,0
114_2-335_1,0,0,0
114_2-336_1,0,0,0
114_2-338_1,0,0,0
114_2-37_1,0,0,0
114_2-38_1,0,0,0
114_2-39_2,0,0,0
114_2-39_3,0,0,0
114_2-39_5,0,0,0
114_2-42_1,0,0,0
114_2-42_2,0,0,0
114_2-43_1,0,0,0
114_2-44_1,0,0,0
114_2-44_3,0,0,0
114_2-45_1,0,0,0
114_2-46_1,0,0,0
114_2-48_2,0,0,0
114_2-50_1,0,0,0
114_2-66_3,0,0,0
114_2-66_5,0,0,0
114_2-90_1,0,0,0
114_2-92_1,0,0,0
114_2-94_1,0,0,0
114_2-96_1,0,0,0
114_2-97_1,0,0,0
114_2-99_2,0,0,0
116_1-119_1,0,0,0
116_1-122_1,0,0,0
116_1-125_1,0,0,0
116_1-12_1,0,0,0
116_1-140_1,0,0,0
116_1-14_1,0,0,0
116_1-179_1,0,0,0
116_1-180_1,0,0,0
116_1-187_1,0,0,0
116_1-193_2,0,0,0
116_1-204_1,0,0,0
116_1-20_1,0,0,0
116_1-223_1,0,0,0
116_1-224_1,0,0,0
116_1-226_1,0,0,0
116_1-226_2,0,0,0
116_1-228_2,0,0,0
116_1-229_3,0,0,0
116_1-230_1,0,0,0
116_1-233_3,0,0,0
116_1-233_4,0,0,0
116_1-241_1,0,0,0
116_1-250_1,0,0,0
116_1-258_1,0,0,0
116_1-26_2,0,0,0
116_1-283_1,0,0,0
116_1-294_1,0,0,0
116_1-294_2,0,0,0
116_1-297_1,0,0,0
116_1-301_1,0,0,0
116_1-309_1,0,0,0
116_1-318_20,0,0,0
116_1-318_42,0,0,0
116_1-318_54,0,0,0
116_1-318_56,0,0,0
116_1-318_58,0,0,0
116_1-318_8,0,0,0
116_1-318_82,0,0,0
116_1-326_1,0,0,0
116_1-32_1,0,0,0
116_1-332_1,0,0,0
116_1-333_1,0,0,0
116_1-334_1,0,0,0
116_1-334_3,0,0,0
116_1-335_1,0,0,0
116_1-336_1,0,0,0
116_1-338_1,0,0,0
116_1-37_1,0,0,0
116_1-39_2,0,0,0
116_1-39_5,0,0,0
116_1-42_2,0,0,0
116_1-43_1,0,0,0
116_1-44_1,0,0,0
116_1-44_3,0,0,0
116_1-44_4,0,0,0
116_1-45_1,0,0,0
116_1-46_1,0,0,0
116_1-48_2,0,0,0
116_1-4_1,0,0,0
116_1-50_1,0,0,0
116_1-62_1,0,0,0
116_1-66_4,0,0,0
116_1-66_5,0,0,0
116_1-76_2,0,0,0
116_1-8_1,0,0,0
116_1-90_1,0,0,0
116_1-91_1,0,0,0
116_1-96_1,0,0,0
116_1-97_1,0,0,0
118_1-223_1,0,0,0
118_1-326_1,0,0,0
118_1-335_1,0,0,0
118_1-338_1,0,0,0
118_1-96_1,0,0,0
119_1-11_1,0,0,0
119_1-120_1,0,0,0
119_1-124_1,0,0,0
119_1-125_1,0,0,0
119_1-12_1,0,0,0
119_1-145_2,0,0,0
119_1-14_1,0,0,0
119_1-152_1,0,0,0
119_1-153_1,0,0,0
119_1-176_2,0,0,0
119_1-178_2,0,0,0
119_1-179_1,0,0,0
119_1-180_1,0,0,0
119_1-181_1,0,0,0
119_1-181_3,0,0,0
119_1-183_1,0,0,0
119_1-190_1,0,0,0
119_1-193_2,0,0,0
119_1-196_1,0,0,0
119_1-201_1,0,0,0
119_1-203_1,0,0,0
119_1-204_1,0,0,0
119_1-20_1,0,0,0
119_1-211_1,0,0,0
119_1-213_1,0,0,0
119_1-222_1,0,0,0
119_1-223_1,0,0,0
119_1-224_1,0,0,0
119_1-226_1,0,0,0
119_1-226_2,0,0,0
119_1-228_1,0,0,0
119_1-229_3,0,0,0
119_1-233_1,0,0,0
119_1-233_2,0,0,0
119_1-233_3,0,0,0
119_1-234_2,0,0,0
119_1-234_5,0,0,0
119_1-234_8,0,0,0
119_1-240_1,0,0,0
119_1-252_1,0,0,0
119_1-258_1,0,0,0
119_1-262_1,0,0,0
119_1-263_1,0,0,0
119_1-267_1,0,0,0
119_1-268_1,0,0,0
119_1-26_2,0,0,0
119_1-26_3,0,0,0
119_1-283_1,0,0,0
119_1-297_1,0,0,0
119_1-301_1,0,0,0
119_1-308_1,0,0,0
119_1-318_1,0,0,0
119_1-318_21,0,0,0
119_1-318_38,0,0,0
119_1-318_39,0,0,0
119_1-318_40,0,0,0
119_1-318_54,0,0,0
119_1-318_56,0,0,0
119_1-318_75,0,0,0
119_1-326_1,0,0,0
119_1-32_1,0,0,0
119_1-330_1,0,0,0
119_1-332_1,0,0,0
119_1-334_1,0,0,0
119_1-334_3,0,0,0
119_1-335_1,0,0,0
119_1-336_1,0,0,0
119_1-337_1,0,0,0
119_1-338_1,0,0,0
119_1-36_1,0,0,0
119_1-37_1,0,0,0
119_1-38_1,0,0,0
119_1-39_2,0,0,0
119_1-39_3,0,0,0
119_1-39_5,0,0,0
119_1-42_2,0,0,0
119_1-43_1,0,0,0
119_1-44_1,0,0,0
119_1-44_3,0,0,0
119_1-44_4,0,0,0
119_1-45_1,0,0,0
119_1-46_1,0,0,0
119_1-47_2,0,0,0
119_1-48_2,0,0,0
119_1-50_1,0,0,0
119_1-51_1,0,0,0
119_1-52_1,0,0,0
119_1-54_1,0,0,0
119_1-66_5,0,0,0
119_1-69_1,0,0,0
119_1-72_1,0,0,0
119_1-76_2,0,0,0
119_1-76_3,0,0,0
119_1-78_2,0,0,0
119_1-80_1,0,0,0
119_1-87_1,0,0,0
119_1-90_1,0,0,0
119_1-92_1,0,0,0
119_1-96_1,0,0,0
119_1-97_1,0,0,0
119_1-99_1,0,0,0
119_1-99_2,0,0,0
11_1-120_1,0,0,0
11_1-123_0,0,0,0
11_1-125_1,0,0,0
11_1-12_1,0,0,0
11_1-138_1,0,0,0
11_1-13_1,0,0,0
11_1-142_1,0,0,0
11_1-144_1,0,0,0
11_1-14_1,0,0,0
11_1-153_2,0,0,0
11_1-154_1,0,0,0
11_1-171_1,0,0,0
11_1-178_1,0,0,0
11_1-180_1,0,0,0
11_1-193_2,0,0,0
11_1-19_1,0,0,0
11_1-201_1,0,0,0
11_1-203_1,0,0,0
11_1-204_1,0,0,0
11_1-20_1,0,0,0
11_1-219_1,0,0,0
11_1-223_1,0,0,0
11_1-226_1,0,0,0
11_1-226_2,0,0,0
11_1-228_2,0,0,0
11_1-229_2,0,0,0
11_1-229_3,0,0,0
11_1-22_2,0,0,0
11_1-233_2,0,0,0
11_1-233_3,0,0,0
11_1-240_1,0,0,0
11_1-246_1,0,0,0
11_1-24_2,0,0,0
11_1-257_1,0,0,0
11_1-265_1,0,0,0
11_1-267_1,0,0,0
11_1-26_2,1,1,0
11_1-26_3,0,0,0
11_1-283_1,0,0,0
11_1-292_2,0,0,0
11_1-297_1,0,0,0
11_1-298_1,0,0,0
11_1-29_1,0,0,0
11_1-300_1,0,0,0
11_1-318_13,0,0,0
11_1-318_16,0,0,0
11_1-318_4,0,0,0
11_1-318_42,0,0,0
11_1-318_56,0,0,0
11_1-318_60,0,0,0
11_1-318_8,0,0,0
11_1-318_81,0,0,0
11_1-321_1,0,0,0
11_1-325_1,0,0,0
11_1-326_1,0,0,0
11_1-32_1,0,0,0
11_1-330_1,0,0,0
11_1-331_1,0,0,0
11_1-332_1,0,0,0
11_1-333_1,0,0,0
11_1-334_3,0,0,0
11_1-335_1,0,0,0
11_1-336_1,0,0,0
11_1-338_1,0,0,0
11_1-36_1,0,0,0
11_1-37_1,0,0,0
11_1-39_2,0,0,0
11_1-39_5,0,0,0
11_1-41_1,0,0,0
11_1-42_1,0,0,0
11_1-42_2,0,0,0
11_1-43_1,0,0,0
11_1-44_1,0,0,0
11_1-44_3,0,0,0
11_1-45_1,0,0,0
11_1-46_1,0,0,0
11_1-48_2,0,0,0
11_1-50_1,0,0,0
11_1-51_1,0,0,0
11_1-52_1,0,0,0
11_1-66_3,0,0,0
11_1-66_5,0,0,0
11_1-76_2,0,0,0
11_1-76_3,0,0,0
11_1-78_3,0,0,0
11_1-80_1,0,0,0
11_1-90_1,0,0,0
11_1-96_1,0,0,0
11_1-97_1,0,0,0
11_1-9_2,0,0,0
120_1-121_1,0,0,0
120_1-124_1,0,0,0
120_1-125_1,0,0,0
120_1-128_2,0,0,0
120_1-13_1,0,0,0
120_1-144_1,0,0,0
120_1-145_2,0,0,0
120_1-14_1,0,0,0
120_1-152_1,0,0,0
120_1-161_1,0,0,0
120_1-170_1,0,0,0
120_1-171_1,0,0,0
120_1-181_1,0,0,0
120_1-181_3,0,0,0
120_1-183_1,0,0,0
120_1-192_1,0,0,0
120_1-193_1,0,0,0
120_1-193_2,0,0,0
120_1-196_1,0,0,0
120_1-19_1,0,0,0
120_1-201_1,0,0,0
120_1-203_1,0,0,0
120_1-204_1,0,0,0
120_1-20_1,0,0,0
120_1-211_1,0,0,0
120_1-219_1,0,0,0
120_1-21_1,0,0,0
120_1-223_1,0,0,0
120_1-224_1,0,0,0
120_1-225_1,0,0,0
120_1-226_1,0,0,0
120_1-226_2,0,0,0
120_1-228_2,0,0,0
120_1-229_3,0,0,0
120_1-233_1,0,0,0
120_1-233_2,0,0,0
120_1-233_3,0,0,0
120_1-234_1,0,0,0
120_1-234_2,0,0,0
120_1-236_1,0,0,0
120_1-238_3,0,0,0
120_1-23_1,0,0,0
120_1-240_1,0,0,0
120_1-246_1,0,0,0
120_1-252_1,0,0,0
120_1-258_1,0,0,0
120_1-267_1,0,0,0
120_1-268_1,0,0,0
120_1-269_1,0,0,0
120_1-26_2,0,0,0
120_1-26_3,0,0,0
120_1-282_1,0,0,0
120_1-283_1,0,0,0
120_1-292_2,0,0,0
120_1-294_2,0,0,0
120_1-297_1,0,0,0
120_1-298_1,0,0,0
120_1-301_1,0,0,0
120_1-318_19,0,0,0
120_1-318_21,0,0,0
120_1-318_38,0,0,0
120_1-318_39,0,0,0
120_1-318_50,0,0,0
120_1-318_54,0,0,0
120_1-318_56,0,0,0
120_1-318_79,0,0,0
120_1-318_8,0,0,0
120_1-318_9,0,0,0
120_1-326_1,0,0,0
120_1-32_1,0,0,0
120_1-330_1,0,0,0
120_1-331_1,0,0,0
120_1-332_1,0,0,0
120_1-333_1,0,0,0
120_1-334_1,0,0,0
120_1-334_3,0,0,0
120_1-335_1,0,0,0
120_1-336_1,0,0,0
120_1-337_1,0,0,0
120_1-338_1,0,0,0
120_1-33_1,0,0,0
120_1-36_1,0,0,0
120_1-37_1,0,0,0
120_1-38_1,0,0,0
120_1-39_2,0,0,0
120_1-39_5,0,0,0
120_1-42_1,0,0,0
120_1-42_2,0,0,0
120_1-43_1,0,0,0
120_1-44_1,0,0,0
120_1-44_3,0,0,0
120_1-44_5,0,0,0
120_1-45_1,0,0,0
120_1-46_1,0,0,0
120_1-47_2,0,0,0
120_1-48_2,0,0,0
120_1-50_1,0,0,0
120_1-51_1,0,0,0
120_1-52_1,0,0,0
120_1-66_3,0,0,0
120_1-66_4,0,0,0
120_1-66_5,0,0,0
120_1-76_2,0,0,0
120_1-80_1,0,0,0
120_1-87_1,0,0,0
120_1-90_1,0,0,0
120_1-92_1,0,0,0
120_1-96_1,0,0,0
120_1-97_1,0,0,0
120_1-99_1,0,0,0
120_1-99_2,0,0,0
121_1-122_1,0,0,0
121_1-14_1,0,0,0
121_1-17_1,0,0,0
121_1-180_1,0,0,0
121_1-196_1,0,0,0
121_1-211_1,0,0,0
121_1-224_1,0,0,0
121_1-226_1,0,0,0
121_1-228_1,0,0,0
121_1-229_3,0,0,0
121_1-234_5,0,0,0
121_1-26_2,0,0,0
121_1-26_3,0,0,0
121_1-283_1,0,0,0
121_1-318_56,0,0,0
121_1-326_1,0,0,0
121_1-32_1,0,0,0
121_1-330_1,0,0,0
121_1-334_1,0,0,0
121_1-335_1,0,0,0
121_1-338_1,0,0,0
121_1-42_2,0,0,0
121_1-43_1,0,0,0
121_1-44_1,0,0,0
121_1-44_3,0,0,0
121_1-45_1,0,0,0
121_1-46_1,0,0,0
121_1-48_2,0,0,0
121_1-66_3,0,0,0
121_1-66_5,0,0,0
121_1-67_1,0,0,0
121_1-71_1,0,0,0
121_1-90_1,0,0,0
121_1-92_1,0,0,0
121_1-96_1,0,0,0
121_1-97_1,0,0,0
121_1-99_2,0,0,0
122_1-14_1,0,0,0
122_1-179_1,0,0,0
122_1-192_1,0,0,0
122_1-193_2,0,0,0
122_1-201_1,0,0,0
122_1-20_1,0,0,0
122_1-217_1,0,0,0
122_1-223_1,0,0,0
122_1-226_1,0,0,0
122_1-229_3,0,0,0
122_1-234_3,0,0,0
122_1-26_2,0,0,0
122_1-273_1,0,0,0
122_1-30_1,0,0,0
122_1-318_21,0,0,0
122_1-318_56,0,0,0
122_1-318_7,0,0,0
122_1-326_1,0,0,0
122_1-332_1,0,0,0
122_1-334_1,0,0,0
122_1-335_1,0,0,0
122_1-336_1,0,0,0
122_1-338_1,0,0,0
122_1-39_2,0,0,0
122_1-39_5,0,0,0
122_1-43_1,0,0,0
122_1-44_1,0,0,0
122_1-44_3,0,0,0
122_1-45_1,0,0,0
122_1-46_1,0,0,0
122_1-48_2,0,0,0
122_1-66_5,0,0,0
122_1-67_1,0,0,0
122_1-71_1,0,0,0
122_1-77_2,0,0,0
122_1-96_1,0,0,0
122_1-97_1,0,0,0
123_0-26_2,0,0,0
123_0-45_1,0,0,0
123_0-46_1,0,0,0
123_0-66_5,0,0,0
123_0-97_1,0,0,0
124_1-125_1,0,0,0
124_1-13_1,0,0,0
124_1-14_1,0,0,0
124_1-192_2,0,0,0
124_1-193_2,0,0,0
124_1-201_1,0,0,0
124_1-204_1,0,0,0
124_1-20_1,0,0,0
124_1-221_1,0,0,0
124_1-223_1,0,0,0
124_1-225_1,0,0,0
124_1-226_1,0,0,0
124_1-226_2,0,0,0
124_1-229_3,0,0,0
124_1-233_3,0,0,0
124_1-234_5,0,0,0
124_1-246_1,0,0,0
124_1-26_2,0,0,0
124_1-286_1,0,0,0
124_1-297_1,0,0,0
124_1-29_1,0,0,0
124_1-308_1,0,0,0
124_1-318_24,0,0,0
124_1-318_38,0,0,0
124_1-318_39,0,0,0
124_1-318_48,0,0,0
124_1-318_54,0,0,0
124_1-318_56,0,0,0
124_1-318_8,0,0,0
124_1-326_1,0,0,0
124_1-32_1,0,0,0
124_1-330_1,0,0,0
124_1-334_1,0,0,0
124_1-335_1,0,0,0
124_1-336_1,0,0,0
124_1-338_1,0,0,0
124_1-34_1,0,0,0
124_1-38_1,0,0,0
124_1-39_1,0,0,0
124_1-39_2,0,0,0
124_1-39_5,0,0,0
124_1-40_1,0,0,0
124_1-42_1,0,0,0
124_1-42_2,0,0,0
124_1-43_1,0,0,0
124_1-44_1,0,0,0
124_1-44_3,0,0,0
124_1-45_1,0,0,0
124_1-46_1,0,0,0
124_1-47_2,0,0,0
124_1-48_2,0,0,0
124_1-4_3,0,0,0
124_1-50_1,0,0,0
124_1-52_1,0,0,0
124_1-66_5,0,0,0
124_1-69_2,0,0,0
124_1-76_2,0,0,0
124_1-76_3,0,0,0
124_1-90_1,0,0,0
124_1-92_1,0,0,0
124_1-96_1,0,0,0
124_1-97_1,0,0,0
124_1-9_2,0,0,0
125_1-12_1,0,0,0
125_1-13_1,0,0,0
125_1-144_1,0,0,0
125_1-14_1,0,0,0
125_1-152_1,0,0,0
125_1-161_1,0,0,0
125_1-171_1,0,0,0
125_1-178_1,0,0,0
125_1-178_2,0,0,0
125_1-179_1,0,0,0
125_1-180_1,0,0,0
125_1-181_3,0,0,0
125_1-182_1,0,0,0
125_1-186_1,0,0,0
125_1-187_1,0,0,0
125_1-192_1,0,0,0
125_1-193_2,0,0,0
125_1-196_1,0,0,0
125_1-201_1,0,0,0
125_1-203_1,0,0,0
125_1-204_1,0,0,0
125_1-20_1,0,0,0
125_1-210_1,0,0,0
125_1-222_1,0,0,0
125_1-223_1,0,0,0
125_1-224_1,0,0,0
125_1-226_1,0,0,0
125_1-226_2,0,0,0
125_1-228_1,0,0,0
125_1-228_2,0,0,0
125_1-229_2,0,0,0
125_1-229_3,0,0,0
125_1-230_1,0,0,0
125_1-233_1,0,0,0
125_1-233_2,0,0,0
125_1-233_3,0,0,0
125_1-234_2,0,0,0
125_1-234_5,0,0,0
125_1-238_3,0,0,0
125_1-240_1,0,0,0
125_1-24_2,0,0,0
125_1-24_3,0,0,0
125_1-258_1,0,0,0
125_1-264_1,0,0,0
125_1-266_1,0,0,0
125_1-268_1,0,0,0
125_1-26_1,0,0,0
125_1-26_2,0,0,0
125_1-26_3,0,0,0
125_1-283_1,0,0,0
125_1-292_2,0,0,0
125_1-294_2,0,0,0
125_1-295_0,0,0,0
125_1-297_1,0,0,0
125_1-298_1,0,0,0
125_1-29_1,0,0,0
125_1-301_1,0,0,0
125_1-318_10,0,0,0
125_1-318_17,0,0,0
125_1-318_18,0,0,0
125_1-318_19,0,0,0
125_1-318_21,0,0,0
125_1-318_26,0,0,0
125_1-318_30,0,0,0
125_1-318_38,0,0,0
125_1-318_40,0,0,0
125_1-318_42,0,0,0
125_1-318_54,0,0,0
125_1-318_56,0,0,0
125_1-318_73,0,0,0
125_1-318_74,0,0,0
125_1-318_76,0,0,0
125_1-318_84,0,0,0
125_1-31_2,0,0,0
125_1-324_1,0,0,0
125_1-325_1,0,0,0
125_1-326_1,0,0,0
125_1-32_1,0,0,0
125_1-330_1,0,0,0
125_1-332_1,0,0,0
125_1-333_1,0,0,0
125_1-334_1,0,0,0
125_1-334_2,0,0,0
125_1-334_3,0,0,0
125_1-335_1,0,0,0
125_1-336_1,0,0,0
125_1-338_1,0,0,0
125_1-33_1,0,0,0
125_1-36_1,0,0,0
125_1-37_1,0,0,0
125_1-39_1,0,0,0
125_1-39_2,0,0,0
125_1-39_3,0,0,0
125_1-39_5,0,0,0
125_1-40_1,0,0,0
125_1-41_1,0,0,0
125_1-42_1,0,0,0
125_1-42_2,0,0,0
125_1-43_1,0,0,0
125_1-44_1,0,0,0
125_1-44_3,0,0,0
125_1-44_4,0,0,0
125_1-45_1,0,0,0
125_1-46_1,0,0,0
125_1-47_2,0,0,0
125_1-48_2,0,0,0
125_1-4_2,0,0,0
125_1-50_1,0,0,0
125_1-51_1,0,0,0
125_1-52_1,0,0,0
125_1-54_1,0,0,0
125_1-66_3,0,0,0
125_1-66_4,0,0,0
125_1-66_5,0,0,0
125_1-68_1,0,0,0
125_1-69_3,0,0,0
125_1-71_1,0,0,0
125_1-72_1,0,0,0
125_1-76_2,0,0,0
125_1-76_3,0,0,0
125_1-77_2,0,0,0
125_1-87_1,0,0,0
125_1-8_1,0,0,0
125_1-90_1,0,0,0
125_1-92_1,0,0,0
125_1-94_1,0,0,0
125_1-96_1,0,0,0
125_1-97_1,0,0,0
125_1-99_1,0,0,0
125_1-99_2,0,0,0
125_1-9_1,0,0,0
125_1-9_2,0,0,0
128_2-14_1,0,0,0
128_2-211_1,0,0,0
128_2-219_1,0,0,0
128_2-221_1,0,0,0
128_2-225_1,0,0,0
128_2-326_1,0,0,0
128_2-32_1,0,0,0
128_2-331_1,0,0,0
128_2-335_1,0,0,0
128_2-337_1,0,0,0
128_2-44_3,0,0,0
128_2-66_5,0,0,0
128_2-75_1,0,0,0
128_2-76_2,0,0,0
128_2-80_1,0,0,0
128_2-90_1,0,0,0
12_1-140_1,0,0,0
12_1-142_1,0,0,0
12_1-14_1,0,0,0
12_1-150_1,0,0,0
12_1-153_1,0,0,0
12_1-170_1,0,0,0
12_1-171_1,0,0,0
12_1-175_1,0,0,0
12_1-180_1,0,0,0
12_1-181_1,0,0,0
12_1-181_3,0,0,0
12_1-187_1,0,0,0
12_1-193_2,0,0,0
12_1-201_1,0,0,0
12_1-209_1,0,0,0
12_1-226_1,0,0,0
12_1-229_3,0,0,0
12_1-230_1,0,0,0
12_1-233_1,0,0,0
12_1-233_3,0,0,0
12_1-233_4,0,0,0
12_1-234_5,0,0,0
12_1-234_8,0,0,0
12_1-265_1,0,0,0
12_1-26_2,1,1,0
12_1-283_1,0,0,0
12_1-309_1,0,0,0
12_1-318_13,0,0,0
12_1-318_19,0,0,0
12_1-318_38,0,0,0
12_1-318_39,0,0,0
12_1-318_40,0,0,0
12_1-318_54,0,0,0
12_1-318_56,0,0,0
12_1-318_77,0,0,0
12_1-31_2,0,0,0
12_1-325_1,0,0,0
12_1-326_1,0,0,0
12_1-32_1,0,0,0
12_1-334_1,0,0,0
12_1-334_3,0,0,0
12_1-335_1,0,0,0
12_1-338_1,0,0,0
12_1-36_1,0,0,0
12_1-37_1,0,0,0
12_1-39_3,0,0,0
12_1-39_5,0,0,0
12_1-41_1,0,1,0
12_1-42_2,0,0,0
12_1-43_1,0,0,0
12_1-44_1,0,0,0
12_1-44_3,0,0,0
12_1-45_1,1,0,0
12_1-46_1,0,0,0
12_1-48_2,1,0,0
12_1-4_1,0,0,0
12_1-57_1,0,0,0
12_1-62_1,0,0,0
12_1-66_3,0,0,0
12_1-66_4,0,0,0
12_1-66_5,0,0,0
12_1-69_1,0,0,0
12_1-87_1,0,0,0
12_1-8_1,0,0,0
12_1-96_1,0,0,0
12_1-9_2,0,0,0
134_1-153_1,0,0,0
134_1-154_1,0,0,0
134_1-223_1,0,0,0
134_1-229_1,0,0,0
134_1-283_1,0,0,0
134_1-290_1,0,0,0
134_1-294_2,0,0,0
134_1-312_1,0,0,0
134_1-318_38,0,0,0
134_1-318_56,0,0,0
134_1-333_1,0,0,0
134_1-335_1,0,0,0
134_1-338_1,0,0,0
134_1-43_1,0,0,0
134_1-45_1,0,0,0
134_1-48_2,0,0,0
134_1-66_5,0,0,0
134_1-90_1,0,0,0
134_1-97_1,0,0,0
138_1-140_1,0,0,0
138_1-142_1,0,0,0
138_1-144_3,0,0,0
138_1-152_1,0,0,0
138_1-153_2,0,0,0
138_1-179_1,0,0,0
138_1-193_2,0,0,0
138_1-209_1,0,0,0
138_1-20_1,0,0,0
138_1-219_1,0,0,0
138_1-223_1,0,0,0
138_1-229_3,0,0,0
138_1-234_8,0,0,0
138_1-238_1,0,0,0
138_1-257_1,0,0,0
138_1-273_1,0,0,0
138_1-298_1,0,0,0
138_1-318_15,0,0,0
138_1-318_54,0,0,0
138_1-318_56,0,0,0
138_1-318_60,0,0,0
138_1-326_1,0,0,0
138_1-32_1,0,0,0
138_1-334_1,0,0,0
138_1-335_1,0,0,0
138_1-336_1,0,0,0
138_1-338_1,0,0,0
138_1-38_1,0,0,0
138_1-39_2,0,0,0
138_1-42_2,0,0,0
138_1-43_1,0,0,0
138_1-44_1,0,0,0
138_1-44_3,0,0,0
138_1-44_4,0,0,0
138_1-45_1,0,0,0
138_1-46_1,0,0,0
138_1-48_2,0,0,0
138_1-66_3,0,0,0
138_1-66_5,0,0,0
138_1-92_1,0,0,0
138_1-97_1,0,0,0
13_1-149_1,0,0,0
13_1-14_1,0,0,0
13_1-152_1,0,0,0
13_1-175_1,0,0,0
13_1-178_2,0,0,0
13_1-179_1,0,0,0
13_1-180_1,0,0,0
13_1-181_3,0,0,0
13_1-193_2,0,0,0
13_1-196_1,0,0,0
13_1-201_1,0,0,0
13_1-203_1,0,0,0
13_1-208_1,0,0,0
13_1-20_1,0,0,0
13_1-219_1,0,0,0
13_1-223_1,0,0,0
13_1-226_1,0,0,0
13_1-229_2,0,0,0
13_1-229_3,0,0,0
13_1-230_1,0,0,0
13_1-233_1,0,0,0
13_1-233_3,0,0,0
13_1-234_2,0,0,0
13_1-238_3,0,0,0
13_1-239_1,0,0,0
13_1-257_1,0,0,0
13_1-268_1,0,0,0
13_1-269_1,0,0,0
13_1-26_2,0,1,0
13_1-26_3,0,0,0
13_1-283_1,0,0,0
13_1-297_1,0,0,0
13_1-29_1,0,0,0
13_1-318_17,0,0,0
13_1-318_19,0,0,0
13_1-318_2,0,0,0
13_1-318_21,0,0,0
13_1-318_29,0,0,0
13_1-318_42,0,0,0
13_1-318_56,0,0,0
13_1-318_71,0,0,0
13_1-318_72,0,0,0
13_1-318_80,0,0,0
13_1-326_1,0,0,0
13_1-327_1,0,0,0
13_1-32_1,0,0,0
13_1-330_1,0,0,0
13_1-334_1,0,0,0
13_1-334_3,0,0,0
13_1-335_1,0,0,0
13_1-336_1,0,0,0
13_1-338_1,0,0,0
13_1-33_1,0,0,0
13_1-34_1,0,0,0
13_1-36_1,0,0,0
13_1-37_1,0,0,0
