qseqid	Genome_file	Sample	Jay_ID	Jay_Species	Species	Cohort	secondary_cluster	skani_9999	skani_999	MGS_ID	person_id	Fullpath	subject_id	contig_id	contig_full_header	contig_depth	contig_circular	plasmid	plasmid_seq_name	plasmid_length	plasmid_topology	plasmid_n_genes	plasmid_genetic_code	plasmid_score	plasmid_fdr	plasmid_n_hallmarks	plasmid_marker_enrichment	plasmid_conjugation_genes	plasmid_amr_genes	contig_length	subject_start	subject_end	sstrand	pident	length	qlen	slen	qcov	tcov	qcovs	qstart	qend	sstart	send	evalue	bitscore	mismatch	gapopen	stitle
01_Module_A_4896bp_n29	BP-2_FSA-084_B03	BP-2_FSA-084_B03	BP-2_FSA-084_B03	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5760	4298	LL90_A10_8516	LL90_A10_8516	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-084_B03.unicycler.fasta	BP-2_FSA-084_B03|contig000025|25	25	25 length=4895 depth=5.49x circular=true	5.49	true	1	BP-2_FSA-084_B03.unicycler_25	4941	No terminal repeats	6	11	0.9996	4e-04	2	3.2077	MOBQ		4895	1	4895	plus	99.857	4896	4896	4895	1	1	100	1	4896	1	4895	0	8795	6	1	BP-2_FSA-084_B03|contig000025|25 25 length=4895 depth=5.49x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-084_B04	BP-2_FSA-084_B04	BP-2_FSA-084_B04	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5236	3956	LL90_A10_8516	LL90_A10_8516	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-084_B04.unicycler.fasta	BP-2_FSA-084_B04|contig000017|17	17	17 length=4895 depth=1.87x circular=true	1.87	true	1	BP-2_FSA-084_B04.unicycler_17	4941	No terminal repeats	6	11	0.9996	4e-04	1	1.5598			4895	1	4895	plus	99.857	4896	4896	4895	1	1	100	1	4896	1	4895	0	8795	6	1	BP-2_FSA-084_B04|contig000017|17 17 length=4895 depth=1.87x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-084_C04	BP-2_FSA-084_C04	BP-2_FSA-084_C04	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	4934	3792	LL90_A10_8516	LL90_A10_8516	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-084_C04.unicycler.fasta	BP-2_FSA-084_C04|contig000014|14	14	14 length=4898 depth=4.24x circular=true	4.24	true	0	BP-2_FSA-084_C04.unicycler_14	NA		NA	NA	NA	NA	NA	NA			4898	1	4898	plus	99.918	4898	4896	4898	1	1	100	1	4896	1	4898	0	8808	2	2	BP-2_FSA-084_C04|contig000014|14 14 length=4898 depth=4.24x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-084_D04	BP-2_FSA-084_D04	BP-2_FSA-084_D04	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	4934	3792	LL90_A10_8516	LL90_A10_8516	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-084_D04.unicycler.fasta	BP-2_FSA-084_D04|contig000013|13	13	13 length=4898 depth=2.81x circular=true	2.81	true	0	BP-2_FSA-084_D04.unicycler_13	NA		NA	NA	NA	NA	NA	NA			4898	1	4898	plus	99.918	4898	4896	4898	1	1	100	1	4896	1	4898	0	8808	2	2	BP-2_FSA-084_D04|contig000013|13 13 length=4898 depth=2.81x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-084_E03	BP-2_FSA-084_E03	BP-2_FSA-084_E03	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5760	4298	LL90_A10_8516	LL90_A10_8516	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-084_E03.unicycler.fasta	BP-2_FSA-084_E03|contig000023|23	23	23 length=4895 depth=5.31x circular=true	5.31	true	1	BP-2_FSA-084_E03.unicycler_23	4942	No terminal repeats	5	11	0.9997	3e-04	1	1.7339			4895	1	4895	plus	99.857	4896	4896	4895	1	1	100	1	4896	1	4895	0	8795	6	1	BP-2_FSA-084_E03|contig000023|23 23 length=4895 depth=5.31x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-084_G03	BP-2_FSA-084_G03	BP-2_FSA-084_G03	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	4934	3792	LL90_A10_8516	LL90_A10_8516	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-084_G03.unicycler.fasta	BP-2_FSA-084_G03|contig000012|12	12	12 length=4898 depth=3.95x circular=true	3.95	true	1	BP-2_FSA-084_G03.unicycler_12	4970	No terminal repeats	6	11	0.9994	4e-04	1	1.2562	T_virB6		4898	1	4898	plus	99.918	4898	4896	4898	1	1	100	1	4896	1	4898	0	8808	2	2	BP-2_FSA-084_G03|contig000012|12 12 length=4898 depth=3.95x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-084_G04	BP-2_FSA-084_G04	BP-2_FSA-084_G04	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5760	4298	LL90_A10_8516	LL90_A10_8516	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-084_G04.unicycler.fasta	BP-2_FSA-084_G04|contig000023|23	23	23 length=4895 depth=4.59x circular=true	4.59	true	1	BP-2_FSA-084_G04.unicycler_23	4942	No terminal repeats	5	11	0.9997	3e-04	2	4.2103	MOBQ		4895	1	4895	plus	99.857	4896	4896	4895	1	1	100	1	4896	1	4895	0	8795	6	1	BP-2_FSA-084_G04|contig000023|23 23 length=4895 depth=4.59x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-084_H03	BP-2_FSA-084_H03	BP-2_FSA-084_H03	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5237	3957	LL90_A10_8516	LL90_A10_8516	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-084_H03.unicycler.fasta	BP-2_FSA-084_H03|contig000021|21	21	21 length=4895 depth=4.90x circular=true	4.9	true	1	BP-2_FSA-084_H03.unicycler_21	4941	No terminal repeats	6	11	0.9996	4e-04	0	1.3958			4895	1	4895	plus	99.857	4896	4896	4895	1	1	100	1	4896	1	4895	0	8795	6	1	BP-2_FSA-084_H03|contig000021|21 21 length=4895 depth=4.90x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-085_A03	BP-2_FSA-085_A03	BP-2_FSA-085_A03	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5413	4086	LL90_F12_8537	LL90_F12_8537	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-085_A03.unicycler.fasta	BP-2_FSA-085_A03|contig000027|27	27	27 length=4896 depth=8.23x circular=true	8.23	true	1	BP-2_FSA-085_A03.unicycler_27	4942	No terminal repeats	6	11	0.9996	4e-04	0	2.1639			4896	1	4896	plus	99.959	4896	4896	4896	1	1	100	1	4896	1	4896	0	8821	2	0	BP-2_FSA-085_A03|contig000027|27 27 length=4896 depth=8.23x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-085_A04	BP-2_FSA-085_A04	BP-2_FSA-085_A04	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5411	4084	LL90_F12_8537	LL90_F12_8537	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-085_A04.unicycler.fasta	BP-2_FSA-085_A04|contig000030|30	30	30 length=4896 depth=9.81x circular=true	9.81	true	1	BP-2_FSA-085_A04.unicycler_30	4968	No terminal repeats	3	11	0.9996	3e-04	2	3.3141	MOBP1		4896	1	4896	plus	99.959	4896	4896	4896	1	1	100	1	4896	1	4896	0	8821	2	0	BP-2_FSA-085_A04|contig000030|30 30 length=4896 depth=9.81x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-085_B04	BP-2_FSA-085_B04	BP-2_FSA-085_B04	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5413	4086	LL90_F12_8537	LL90_F12_8537	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-085_B04.unicycler.fasta	BP-2_FSA-085_B04|contig000027|27	27	27 length=4896 depth=8.47x circular=true	8.47	true	1	BP-2_FSA-085_B04.unicycler_27	4943	No terminal repeats	7	11	0.9996	3e-04	0	4.3894			4896	1	4896	plus	99.959	4896	4896	4896	1	1	100	1	4896	1	4896	0	8821	2	0	BP-2_FSA-085_B04|contig000027|27 27 length=4896 depth=8.47x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-085_C03	BP-2_FSA-085_C03	BP-2_FSA-085_C03	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5412	4085	LL90_F12_8537	LL90_F12_8537	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-085_C03.unicycler.fasta	BP-2_FSA-085_C03|contig000030|30	30	30 length=4896 depth=9.22x circular=true	9.22	true	1	BP-2_FSA-085_C03.unicycler_30	4943	No terminal repeats	9	11	0.9996	4e-04	1	6.4809			4896	1	4896	plus	99.939	4896	4896	4896	1	1	100	1	4896	1	4896	0	8817	3	0	BP-2_FSA-085_C03|contig000030|30 30 length=4896 depth=9.22x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-085_C04	BP-2_FSA-085_C04	BP-2_FSA-085_C04	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5413	4086	LL90_F12_8537	LL90_F12_8537	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-085_C04.unicycler.fasta	BP-2_FSA-085_C04|contig000028|28	28	28 length=4896 depth=12.07x circular=true	12.07	true	1	BP-2_FSA-085_C04.unicycler_28	4968	No terminal repeats	7	11	0.9996	4e-04	2	3.4366	T_virB3		4896	1	4896	plus	99.959	4896	4896	4896	1	1	100	1	4896	1	4896	0	8821	2	0	BP-2_FSA-085_C04|contig000028|28 28 length=4896 depth=12.07x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-085_D04	BP-2_FSA-085_D04	BP-2_FSA-085_D04	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5414	4086	LL90_F12_8537	LL90_F12_8537	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-085_D04.unicycler.fasta	BP-2_FSA-085_D04|contig000025|25	25	25 length=4896 depth=7.27x circular=true	7.27	true	1	BP-2_FSA-085_D04.unicycler_25	4942	No terminal repeats	7	11	0.9997	3e-04	3	5.1846	T_virB9		4896	1	4896	plus	99.959	4896	4896	4896	1	1	100	1	4896	1	4896	0	8821	2	0	BP-2_FSA-085_D04|contig000025|25 25 length=4896 depth=7.27x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-085_E03	BP-2_FSA-085_E03	BP-2_FSA-085_E03	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5409	4082	LL90_F12_8537	LL90_F12_8537	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-085_E03.unicycler.fasta	BP-2_FSA-085_E03|contig000024|24	24	24 length=4896 depth=4.50x circular=true	4.5	true	1	BP-2_FSA-085_E03.unicycler_24	4968	No terminal repeats	6	11	0.9996	4e-04	2	3.4366	T_virB3		4896	1	4896	plus	99.959	4896	4896	4896	1	1	100	1	4896	1	4896	0	8821	2	0	BP-2_FSA-085_E03|contig000024|24 24 length=4896 depth=4.50x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-085_F04	BP-2_FSA-085_F04	BP-2_FSA-085_F04	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5409	4082	LL90_F12_8537	LL90_F12_8537	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-085_F04.unicycler.fasta	BP-2_FSA-085_F04|contig000023|23	23	23 length=4896 depth=4.36x circular=true	4.36	true	1	BP-2_FSA-085_F04.unicycler_23	4968	No terminal repeats	5	11	0.9997	3e-04	2	5.7697			4896	1	4896	plus	99.959	4896	4896	4896	1	1	100	1	4896	1	4896	0	8821	2	0	BP-2_FSA-085_F04|contig000023|23 23 length=4896 depth=4.36x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-085_G04	BP-2_FSA-085_G04	BP-2_FSA-085_G04	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5414	4086	LL90_F12_8537	LL90_F12_8537	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-085_G04.unicycler.fasta	BP-2_FSA-085_G04|contig000026|26	26	26 length=4896 depth=8.93x circular=true	8.93	true	1	BP-2_FSA-085_G04.unicycler_26	4942	No terminal repeats	8	11	0.9996	3e-04	0	1.7183			4896	1	4896	plus	99.959	4896	4896	4896	1	1	100	1	4896	1	4896	0	8821	2	0	BP-2_FSA-085_G04|contig000026|26 26 length=4896 depth=8.93x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-085_H03	BP-2_FSA-085_H03	BP-2_FSA-085_H03	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5410	4083	LL90_F12_8537	LL90_F12_8537	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-085_H03.unicycler.fasta	BP-2_FSA-085_H03|contig000021|21	21	21 length=4895 depth=3.95x circular=true	3.95	true	1	BP-2_FSA-085_H03.unicycler_21	4967	No terminal repeats	6	11	0.9997	3e-04	2	5.0794	MOBQ		4895	1	4895	plus	99.939	4896	4896	4895	1	1	100	1	4896	1	4895	0	8813	2	1	BP-2_FSA-085_H03|contig000021|21 21 length=4895 depth=3.95x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-085_H04	BP-2_FSA-085_H04	BP-2_FSA-085_H04	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5413	4086	LL90_F12_8537	LL90_F12_8537	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-085_H04.unicycler.fasta	BP-2_FSA-085_H04|contig000030|30	30	30 length=4896 depth=7.03x circular=true	7.03	true	1	BP-2_FSA-085_H04.unicycler_30	4968	No terminal repeats	9	11	0.9996	3e-04	3	11.1325	virb4;T_virB3		4896	1	4896	plus	99.959	4896	4896	4896	1	1	100	1	4896	1	4896	0	8821	2	0	BP-2_FSA-085_H04|contig000030|30 30 length=4896 depth=7.03x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-089_H07	BP-2_FSA-089_H07	BP-2_FSA-089_H07	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	6735	4968	LL3_A09_176	LL3_A09_176	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-089_H07.unicycler.fasta	BP-2_FSA-089_H07|contig000024|24	24	24 length=4895 depth=7.78x circular=true	7.78	true	1	BP-2_FSA-089_H07.unicycler_24	4967	No terminal repeats	7	11	0.999	4e-04	0	1.0505			4895	1	4895	plus	99.857	4896	4896	4895	1	1	100	1	4896	1	4895	0	8795	6	1	BP-2_FSA-089_H07|contig000024|24 24 length=4895 depth=7.78x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-089_H08	BP-2_FSA-089_H08	BP-2_FSA-089_H08	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	6735	4968	LL3_A09_176	LL3_A09_176	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-089_H08.unicycler.fasta	BP-2_FSA-089_H08|contig000025|25	25	25 length=4895 depth=6.16x circular=true	6.16	true	1	BP-2_FSA-089_H08.unicycler_25	4942	No terminal repeats	6	11	0.9991	4e-04	1	1.5598			4895	1	4895	plus	99.857	4896	4896	4895	1	1	100	1	4896	1	4895	0	8795	6	1	BP-2_FSA-089_H08|contig000025|25 25 length=4895 depth=6.16x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-104_C10	BP-2_FSA-104_C10	BP-2_FSA-104_C10	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	6583	4869	LL2_F01_189	LL2_F01_189	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-104_C10.unicycler.fasta	BP-2_FSA-104_C10|contig000021|21	21	21 length=4896 depth=16.44x circular=true	16.44	true	1	BP-2_FSA-104_C10.unicycler_21	4968	No terminal repeats	5	11	0.9996	4e-04	0	2.7311			4896	1	4896	plus	99.959	4896	4896	4896	1	1	100	1	4896	1	4896	0	8821	2	0	BP-2_FSA-104_C10|contig000021|21 21 length=4896 depth=16.44x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-104_C12	BP-2_FSA-104_C12	BP-2_FSA-104_C12	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5898	4391	LL5_D01_225	LL5_D01_225	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-104_C12.unicycler.fasta	BP-2_FSA-104_C12|contig000032|32	32	32 length=4896 depth=9.87x circular=true	9.87	true	0	BP-2_FSA-104_C12.unicycler_32	NA		NA	NA	NA	NA	NA	NA			4896	1	4896	plus	99.959	4896	4896	4896	1	1	100	1	4896	1	4896	0	8821	2	0	BP-2_FSA-104_C12|contig000032|32 32 length=4896 depth=9.87x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-106_A12	BP-2_FSA-106_A12	BP-2_FSA-106_A12	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5239	3958	LL91_A10_8610	LL91_A10_8610	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-106_A12.unicycler.fasta	BP-2_FSA-106_A12|contig000025|25	25	25 length=4896 depth=7.35x circular=true	7.35	true	1	BP-2_FSA-106_A12.unicycler_25	4968	No terminal repeats	7	11	0.9997	3e-04	1	3.0875			4896	1	4896	plus	99.959	4896	4896	4896	1	1	100	1	4896	1	4896	0	8821	2	0	BP-2_FSA-106_A12|contig000025|25 25 length=4896 depth=7.35x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-106_B07	BP-2_FSA-106_B07	BP-2_FSA-106_B07	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	6110	4528	LL92_H02_8649	LL92_H02_8649	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-106_B07.unicycler.fasta	BP-2_FSA-106_B07|contig000026|26	26	26 length=4895 depth=3.45x circular=true	3.45	true	1	BP-2_FSA-106_B07.unicycler_26	4967	No terminal repeats	7	11	0.9996	3e-04	4	7.0165	T_virB6;T_virB8;T_virB9		4895	1	4895	plus	99.877	4896	4896	4895	1	1	100	1	4896	1	4895	0	8799	5	1	BP-2_FSA-106_B07|contig000026|26 26 length=4895 depth=3.45x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-106_B08	BP-2_FSA-106_B08	BP-2_FSA-106_B08	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5278	3982	LL92_H02_8649	LL92_H02_8649	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-106_B08.unicycler.fasta	BP-2_FSA-106_B08|contig000022|22	22	22 length=4895 depth=3.70x circular=true	3.7	true	1	BP-2_FSA-106_B08.unicycler_22	4967	No terminal repeats	7	11	0.9996	3e-04	3	4.4089	T_virB2;virb4		4895	1	4895	plus	99.877	4896	4896	4895	1	1	100	1	4896	1	4895	0	8799	5	1	BP-2_FSA-106_B08|contig000022|22 22 length=4895 depth=3.70x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-106_C11	BP-2_FSA-106_C11	BP-2_FSA-106_C11	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5239	3958	LL91_A10_8610	LL91_A10_8610	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-106_C11.unicycler.fasta	BP-2_FSA-106_C11|contig000026|26	26	26 length=4896 depth=4.15x circular=true	4.15	true	1	BP-2_FSA-106_C11.unicycler_26	4968	No terminal repeats	8	11	0.9996	3e-04	0	2.8762			4896	1	4896	plus	99.959	4896	4896	4896	1	1	100	1	4896	1	4896	0	8821	2	0	BP-2_FSA-106_C11|contig000026|26 26 length=4896 depth=4.15x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-106_E07	BP-2_FSA-106_E07	BP-2_FSA-106_E07	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5279	3983	LL92_H02_8649	LL92_H02_8649	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-106_E07.unicycler.fasta	BP-2_FSA-106_E07|contig000024|24	24	24 length=4895 depth=3.98x circular=true	3.98	true	0	BP-2_FSA-106_E07.unicycler_24	NA		NA	NA	NA	NA	NA	NA			4895	1	4895	plus	99.857	4896	4896	4895	1	1	100	1	4896	1	4895	0	8795	6	1	BP-2_FSA-106_E07|contig000024|24 24 length=4895 depth=3.98x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-106_G07	BP-2_FSA-106_G07	BP-2_FSA-106_G07	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	6109	4528	LL92_H02_8649	LL92_H02_8649	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-106_G07.unicycler.fasta	BP-2_FSA-106_G07|contig000030|30	30	30 length=4895 depth=4.64x circular=true	4.64	true	1	BP-2_FSA-106_G07.unicycler_30	4941	No terminal repeats	5	11	0.9996	3e-04	0	3.6995			4895	1	4895	plus	99.877	4896	4896	4895	1	1	100	1	4896	1	4895	0	8799	5	1	BP-2_FSA-106_G07|contig000030|30 30 length=4895 depth=4.64x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-119_B07	BP-2_FSA-119_B07	BP-2_FSA-119_B07	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	6076	4510	LL91_F10_8615	LL91_F10_8615	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-119_B07.unicycler.fasta	BP-2_FSA-119_B07|contig000021|21	21	21 length=4896 depth=5.44x circular=true	5.44	true	1	BP-2_FSA-119_B07.unicycler_21	4942	No terminal repeats	6	11	0.9996	3e-04	2	4.2103	MOBQ		4896	1	4896	plus	99.98	4896	4896	4896	1	1	100	1	4896	1	4896	0	8826	1	0	BP-2_FSA-119_B07|contig000021|21 21 length=4896 depth=5.44x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-140_G09	BP-2_FSA-140_G09	BP-2_FSA-140_G09	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5884	4379	LL23_E09_2148	LL23_E09_2148	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-140_G09.unicycler.fasta	BP-2_FSA-140_G09|contig000043|43	43	43 length=4896 depth=5.00x circular=true	5	true	1	BP-2_FSA-140_G09.unicycler_43	4918	No terminal repeats	4	11	0.9996	4e-04	1	0.9293			4896	1	4896	plus	99.877	4896	4896	4896	1	1	100	1	4896	1	4896	0	8803	6	0	BP-2_FSA-140_G09|contig000043|43 43 length=4896 depth=5.00x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-144_A03	BP-2_FSA-144_A03	BP-2_FSA-144_A03	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5791	4316	LL39_F11_3628	LL39_F11_3628	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-144_A03.unicycler.fasta	BP-2_FSA-144_A03|contig000027|27	27	27 length=4896 depth=11.35x circular=true	11.35	true	1	BP-2_FSA-144_A03.unicycler_27	4943	No terminal repeats	5	11	0.9997	3e-04	1	3.0384			4896	1	4896	plus	99.939	4896	4896	4896	1	1	100	1	4896	1	4896	0	8817	3	0	BP-2_FSA-144_A03|contig000027|27 27 length=4896 depth=11.35x circular=true
01_Module_A_4896bp_n29	BP-2_FSA-144_G03	BP-2_FSA-144_G03	BP-2_FSA-144_G03	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5790	4316	LL39_F11_3628	LL39_F11_3628	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-2_FSA-144_G03.unicycler.fasta	BP-2_FSA-144_G03|contig000022|22	22	22 length=4896 depth=8.77x circular=true	8.77	true	1	BP-2_FSA-144_G03.unicycler_22	4942	No terminal repeats	5	11	0.9997	3e-04	0	3.8076			4896	1	4896	plus	99.939	4896	4896	4896	1	1	100	1	4896	1	4896	0	8817	3	0	BP-2_FSA-144_G03|contig000022|22 22 length=4896 depth=8.77x circular=true
01_Module_A_4896bp_n29	BP-3_FSA-024_A04	BP-3_FSA-024_A04	BP-3_FSA-024_A04	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5358	4043	LL22_B01_1983	LL22_B01_1983	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-3_FSA-024_A04.unicycler.fasta	BP-3_FSA-024_A04|contig000024|24	24	24 length=4896 depth=8.79x circular=true	8.79	true	0	BP-3_FSA-024_A04.unicycler_24	NA		NA	NA	NA	NA	NA	NA			4896	1	4896	plus	99.918	4896	4896	4896	1	1	100	1	4896	1	4896	0	8812	4	0	BP-3_FSA-024_A04|contig000024|24 24 length=4896 depth=8.79x circular=true
01_Module_A_4896bp_n29	BP-3_FSA-024_D03	BP-3_FSA-024_D03	BP-3_FSA-024_D03	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5357	4042	LL22_B01_1983	LL22_B01_1983	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-3_FSA-024_D03.unicycler.fasta	BP-3_FSA-024_D03|contig000017|17	17	17 length=4896 depth=8.80x circular=true	8.8	true	0	BP-3_FSA-024_D03.unicycler_17	NA		NA	NA	NA	NA	NA	NA			4896	1	4896	plus	99.918	4896	4896	4896	1	1	100	1	4896	1	4896	0	8812	4	0	BP-3_FSA-024_D03|contig000017|17 17 length=4896 depth=8.80x circular=true
01_Module_A_4896bp_n29	BP-3_FSA-024_D04	BP-3_FSA-024_D04	BP-3_FSA-024_D04	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5357	4042	LL22_B01_1983	LL22_B01_1983	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-3_FSA-024_D04.unicycler.fasta	BP-3_FSA-024_D04|contig000015|15	15	15 length=4896 depth=7.42x circular=true	7.42	true	0	BP-3_FSA-024_D04.unicycler_15	NA		NA	NA	NA	NA	NA	NA			4896	1	4896	plus	99.918	4896	4896	4896	1	1	100	1	4896	1	4896	0	8812	4	0	BP-3_FSA-024_D04|contig000015|15 15 length=4896 depth=7.42x circular=true
01_Module_A_4896bp_n29	BP-3_FSA-027_C10	BP-3_FSA-027_C10	BP-3_FSA-027_C10	Bifidobacterium_longum	s__Bifidobacterium longum	DAG3	338_1	5073	3871	LL92_H05_8673	LL92_H05_8673	/scratch/hb-tifn/Metagenome_data/2024_Jay_Strainatlas/genomes/BP-3_FSA-027_C10.unicycler.fasta	BP-3_FSA-027_C10|contig000034|34	34	34 length=4896 depth=6.45x circular=true	6.45	true	1	BP-3_FSA-027_C10.unicycler_34	4968	No terminal repeats	6	11	0.962	6e-04	0	0.2737			4896	1	4896	plus	99.918	4896	4896	4896	1	1	100	1	4896	1	4896	0	8812	4	0	BP-3_FSA-027_C10|contig000034|34 34 length=4896 depth=6.45x circular=true
